FoldNumber,PredictedOutput,ActualOutput,Confidence
6,1,0,0.812221524128
7,0,0,0.145279164809
1,1,0,0.999892991152
4,1,0,0.976810199585
6,1,0,0.777456382459
5,0,0,0.0252043231999
2,0,0,0.224432496794
1,1,0,0.999526135487
2,1,0,0.969917394042
2,1,0,0.969917394042
6,1,0,0.643587713204
8,0,0,0.0107353559106
10,0,0,0.278454126492
4,0,0,0.144448143585
6,0,0,0.00744279769995
10,0,0,0.357834049708
9,0,0,0.0328712252236
9,0,0,0.0328712252236
3,0,0,0.216757542599
6,1,0,0.524743883574
6,0,0,0.00393227862384
1,1,0,0.999822229352
10,1,0,0.996107755763
10,0,0,0.330295413657
7,1,0,0.532017866556
2,0,0,0.0343765046673
7,0,0,0.000852754747061
3,0,0,0.203747645063
5,1,0,0.712736961807
8,0,0,0.232528809331
8,0,0,0.232528809331
6,1,0,0.6918080506
2,0,0,0.373374274153
7,0,0,0.165415037097
10,0,0,0.0212149168479
3,0,0,0.0852701652222
9,1,0,0.960595999201
5,0,0,0.318672720632
1,1,0,0.829652880343
6,0,0,0.146394744112
6,0,0,0.0200663200876
1,0,0,0.00313665443605
9,0,0,0.0186181495895
9,0,0,0.0642118054631
3,0,0,0.00152370604758
3,0,0,0.000488958552209
1,0,0,0.00555034775045
6,1,0,0.968149987601
10,1,0,0.560617383618
6,0,0,0.252209176985
5,1,0,0.950427210401
6,0,0,0.395857713504
3,1,0,0.579748525582
7,0,0,0.00146500042283
7,0,0,0.00283247027844
10,0,0,0.483078508727
5,0,0,0.341543274784
9,1,0,0.619654890738
9,1,0,0.619654890738
6,1,0,0.719280292152
8,1,0,0.645476961139
3,0,0,0.0341053162704
10,0,0,0.0420043040007
7,0,0,0.0173961718714
4,0,0,0.0775010931993
3,0,0,0.140728807905
3,0,0,0.140728807905
3,0,0,0.0433703553043
8,0,0,0.0742921645561
1,0,0,0.000485128179931
7,0,0,0.000490482124959
1,0,0,0.00113557590337
2,0,0,0.00408774409272
7,0,0,0.251937622905
4,0,0,0.00191641042323
5,0,0,0.0325253094945
7,0,0,0.00871708505591
1,0,0,0.0227096473226
3,1,0,0.755598933106
8,0,0,0.0328552326223
7,0,0,0.223191357493
9,0,0,0.212730137802
10,0,0,0.203687988443
4,0,0,0.162105486318
4,0,0,0.368140560758
3,1,0,0.828508369724
6,0,0,0.48797701598
8,1,0,0.57307057572
5,1,0,0.615278499522
10,1,0,0.73255047462
4,0,0,0.189809824375
