FoldNumber,PredictedOutput,ActualOutput,Confidence
4,1,0,0.813778800641
9,0,0,0.17450710142
10,1,0,0.999979780788
8,1,0,0.691859225997
3,1,0,0.77506653191
2,0,0,0.0210122530672
9,0,0,0.218520182438
9,0,0,0.218520182438
1,1,0,0.999851542313
7,1,0,0.989275316737
8,0,0,0.294536920616
9,0,0,0.0037805224623
5,0,0,0.254310972493
6,0,0,0.0502894426508
4,0,0,0.00472246204844
9,0,0,0.266691212603
8,0,0,0.030388440338
2,0,0,0.325907693978
5,1,0,0.54768142566
8,0,0,0.00280512222612
7,1,0,0.999931350841
5,1,0,0.992881120837
6,0,0,0.222633304922
8,0,0,0.0520964678506
5,0,0,0.0449437687812
1,0,0,0.000343157861299
7,0,0,0.129782554574
10,1,0,0.604476284948
5,0,0,0.152185481812
7,1,0,0.719251810054
2,0,0,0.201837543564
1,0,0,0.125642990374
9,0,0,0.00801156513612
9,0,0,0.0493554249286
3,1,0,0.875590011335
10,0,0,0.402519992156
9,1,0,0.714601900442
6,0,0,0.0655452862748
8,0,0,0.00613445995794
1,0,0,0.00120144490881
2,0,0,0.0115891726927
3,0,0,0.0425355958715
2,0,0,0.00106265344435
10,0,0,0.000253388811756
5,0,0,0.00610523209989
10,1,0,0.719234613169
10,1,0,0.590337468741
1,0,0,0.402754468418
7,1,0,0.713856525834
4,0,0,0.219221364515
4,0,0,0.219221364515
7,1,0,0.576496845094
2,0,0,0.0011961402011
1,0,0,0.00144375085584
10,0,0,0.278247811423
8,0,0,0.188305576137
5,1,0,0.514678023422
5,1,0,0.573006857425
7,0,0,0.370818780853
4,0,0,0.017894418113
9,0,0,0.0226908106765
9,0,0,0.00592768947608
8,0,0,0.0398997396769
4,0,0,0.0805694649483
7,0,0,0.0301604251116
3,0,0,0.0458809566923
10,0,0,0.000137719582706
7,0,0,0.000173635636676
2,0,0,0.000534512024298
1,0,0,0.00141092091436
6,0,0,0.237623922628
7,0,0,0.00046731914496
6,0,0,0.00700633829331
1,0,0,0.00211055111409
6,0,0,0.00417872861502
6,0,0,0.00417872861502
1,0,0,0.492722658461
9,0,0,0.0269829694725
9,0,0,0.164069527563
1,0,0,0.156065148264
10,0,0,0.102463598724
