FoldNumber,PredictedOutput,ActualOutput,Confidence
9,0,0,0.212166030376
9,0,0,0.212166030376
7,0,0,0.0345898501172
2,1,0,0.999990092031
1,0,0,0.0911520247704
6,0,0,0.213909854467
10,0,0,0.00671362282525
8,0,0,0.161304848429
10,1,0,0.99995786519
10,1,0,0.988654253806
4,0,0,0.458015379245
9,0,0,0.00120609294878
6,0,0,0.0689846833443
5,0,0,0.0526062212147
10,0,0,0.000862912386708
10,0,0,0.0946535283408
2,0,0,0.000812773659376
2,0,0,0.1141013952
10,0,0,0.390479664659
8,0,0,0.000103243191885
1,1,0,0.999972024394
2,1,0,0.719543167956
9,0,0,0.0739437208033
4,0,0,0.0164732618745
2,0,0,0.00620335262986
5,0,0,6.65206113521e-05
5,0,0,0.0582526300899
4,1,0,0.563620173609
6,0,0,0.295766522388
7,0,0,0.331337618044
7,0,0,0.108126418217
10,0,0,0.0161338360351
3,0,0,0.0044887355583
7,0,0,0.0328819104447
7,0,0,0.0328819104447
10,1,0,0.521876829417
6,0,0,0.140555065953
3,0,0,0.273652337937
10,0,0,0.010365776567
8,0,0,0.00105118310103
4,0,0,9.82671989266e-05
8,0,0,0.000815573214397
10,0,0,0.0180882756041
6,0,0,7.26883958413e-05
5,0,0,6.71897092863e-06
5,0,0,6.51802583202e-05
9,0,0,0.328403402702
7,0,0,0.361409993868
2,0,0,0.285573882006
10,0,0,0.215676692113
1,0,0,0.170443228582
2,0,0,0.392718258717
10,0,0,0.000179929443418
3,0,0,0.00014000922267
2,0,0,0.151891365214
5,0,0,0.175146591461
1,1,0,0.634818617642
3,1,0,0.598369507677
1,0,0,0.247885098671
7,0,0,0.00186329927881
10,0,0,0.00089791041976
1,0,0,0.000191391114487
10,0,0,0.00176115042585
5,0,0,0.00384764476092
5,0,0,0.00139693355397
2,0,0,0.0153576324088
6,0,0,8.68675601154e-06
2,0,0,7.6171206508e-06
2,0,0,3.81959978866e-05
10,0,0,5.78993474647e-05
1,0,0,0.162329641526
3,0,0,0.000230764327178
3,0,0,0.00247250654863
9,0,0,0.000592134528598
10,0,0,0.00137765640472
5,1,0,0.596916640392
8,0,0,0.00626912266132
6,0,0,0.0333107153063
6,0,0,0.0333107153063
5,0,0,0.0266672415217
4,0,0,0.0518088639479
7,0,0,0.0338494547114
10,0,0,0.314676454827
9,0,0,0.284902489057
9,0,0,0.284902489057
7,0,0,0.200500833608
6,0,0,0.205099600789
3,0,0,0.426685614769
10,1,0,0.647193730554
8,0,0,0.0377384100045
5,0,0,0.0128572826959
4,0,0,0.106377106194
1,0,0,0.00585225169911
7,0,0,0.0110966565493
7,0,0,0.0135497402395
1,0,0,0.0249586546574
4,0,0,0.44718972593
10,1,0,0.639049973987
3,0,0,0.487370129101
3,0,0,3.66730127774e-05
9,0,0,0.00164133027776
1,0,1,0.43879226632
8,1,1,0.999948135026
9,1,1,0.853918427461
2,1,1,0.982273625204
3,1,1,0.761264685952
1,1,1,0.89778273945
9,1,1,0.894918784752
5,1,1,0.994253408614
8,1,1,0.99098254592
10,1,1,0.794032191797
5,1,1,0.892738192374
5,1,1,0.892523442262
10,1,1,0.915500653515
2,1,1,0.979743512563
3,1,1,0.998994152474
6,1,1,0.943338468684
7,1,1,0.963161135797
4,1,1,0.978398829922
3,1,1,0.975143936317
4,1,1,0.987096979874
8,1,1,0.999794519821
7,1,1,0.890404288883
8,1,1,0.997038026676
6,1,1,0.973900055096
4,1,1,0.997697434802
6,1,1,0.963074704219
9,1,1,0.877491832154
1,1,1,0.999616028628
2,1,1,0.954646372754
7,1,1,0.993139191425
2,1,1,0.987847477214
9,1,1,0.94488527497
4,1,1,0.999669137211
4,1,1,0.999669137211
1,1,1,0.997414331081
4,1,1,0.974567213461
9,1,1,0.971021210704
4,1,1,0.999143326529
3,1,1,0.957788577325
2,1,1,0.914032827054
3,1,1,0.998562995442
9,1,1,0.999922099819
4,1,1,0.948221465304
8,1,1,0.999077541432
2,1,1,0.999997107284
4,1,1,0.999994542274
10,1,1,0.999976180177
9,1,1,0.999742216543
2,1,1,0.99867367957
7,1,1,0.987249131066
2,1,1,0.99998582354
1,1,1,0.999997417257
6,1,1,0.997781761471
9,1,1,0.99953236775
9,1,1,0.99953236775
3,1,1,0.688055239871
2,1,1,0.819717385237
8,1,1,0.994020652111
8,1,1,0.994020652111
10,1,1,0.910952772754
1,1,1,0.927430828823
9,1,1,0.697606355251
10,1,1,0.99675176123
1,1,1,0.965897176748
1,1,1,0.926814504909
10,1,1,0.811960545936
3,1,1,0.970195200072
10,1,1,0.99084800888
10,1,1,0.997514060069
4,1,1,0.9621892846
3,1,1,0.953530779479
8,1,1,0.71854444302
8,1,1,0.71854444302
8,1,1,0.973014219256
8,1,1,0.973014219256
5,1,1,0.693605654063
1,1,1,0.610735176918
7,1,1,0.801514623869
7,1,1,0.805115713701
7,1,1,0.805115713701
3,1,1,0.999932775291
8,1,1,0.996459100683
6,1,1,0.947323295961
6,1,1,0.947323295961
5,1,1,0.999996910676
2,1,1,0.99998472815
3,1,1,0.99998456306
8,1,1,0.954380039952
1,1,1,0.599893363977
6,1,1,0.988564210874
7,1,1,0.999998837344
5,1,1,0.999998114372
7,1,1,0.999993603397
5,1,1,0.999994537687
1,1,1,0.99999973153
10,1,1,0.999998433307
7,1,1,0.999997438371
4,1,1,0.999553855819
6,1,1,0.992802903304
4,1,1,0.870331549836
5,1,1,0.96548921866
5,1,1,0.96548921866
9,1,1,0.933230869056
10,1,1,0.966033206073
8,1,1,0.926907936704
8,1,1,0.965726092055
4,1,1,0.999950644036
10,1,1,0.999954228271
3,1,1,0.999680227131
3,1,1,0.99993572139
1,1,1,0.998630022831
6,1,1,0.999957765351
6,1,1,0.999931864603
10,1,1,0.999570388003
9,1,1,0.998060737321
4,1,1,0.995456171202
6,1,1,0.966319616426
6,1,1,0.994603266798
5,1,1,0.93124018122
